	ABC.id
2327	chr1:198574067-198574567_C1orf53
2340	chr1:198574067-198574567_PTPRC
2332	chr1:198574067-198574567_DENND1B
2341	chr1:198602749-198603249_PTPRC
2328	chr1:198602749-198603249_C1orf53
2337	chr1:198602749-198603249_NEK7
2398	chr1:200195256-200195756_ZNF281
2362	chr1:200195256-200195756_TMEM9
2353	chr1:200677827-200678327_CAMSAP2
2389	chr1:200677827-200678327_DDX59
2400	chr1:200677827-200678327_NAV1
2363	chr1:200677827-200678327_TMEM9
2399	chr1:200677827-200678327_ZNF281
2449	chr1:201449387-201449887_UBE2T
2401	chr1:201449387-201449887_NAV1
2517	chr1:201449387-201449887_RNPEP
2402	chr1:201520867-201521367_NAV1
2365	chr1:201520867-201521367_TMEM9
2418	chr1:201520867-201521367_CSRP1
2433	chr1:201520867-201521367_ARL8A
2355	chr1:201520867-201521367_CAMSAP2
2518	chr1:201520867-201521367_RNPEP
2468	chr1:201520867-201521367_PPP1R12B
2391	chr1:201520867-201521367_DDX59
2487	chr1:201536043-201536543_TIMM17A
2502	chr1:201536043-201536543_PTPN7
2519	chr1:201536043-201536543_RNPEP
2419	chr1:201536043-201536543_CSRP1
2403	chr1:201536043-201536543_NAV1
2452	chr1:201540171-201540671_UBE2T
2404	chr1:201540171-201540671_NAV1
2420	chr1:201540171-201540671_CSRP1
2536	chr1:201540171-201540671_IPO9
2470	chr1:201540171-201540671_PPP1R12B
2488	chr1:201540171-201540671_TIMM17A
2367	chr1:201540171-201540671_TMEM9
2358	chr1:201547391-201547891_CAMSAP2
2471	chr1:201547391-201547891_PPP1R12B
2405	chr1:201547391-201547891_NAV1
2537	chr1:201547391-201547891_IPO9
2421	chr1:201547391-201547891_CSRP1
2521	chr1:201547391-201547891_RNPEP
2359	chr1:201551733-201552233_CAMSAP2
2538	chr1:201551733-201552233_IPO9
2395	chr1:201551733-201552233_DDX59
2349	chr1:201551733-201552233_KIF21B
2522	chr1:201551733-201552233_RNPEP
2360	chr1:201563674-201564174_CAMSAP2
2438	chr1:201563674-201564174_ARL8A
2523	chr1:201563674-201564174_RNPEP
2407	chr1:201563674-201564174_NAV1
2506	chr1:201563674-201564174_PTPN7
2539	chr1:201563674-201564174_IPO9
2396	chr1:201563674-201564174_DDX59
2350	chr1:201563674-201564174_KIF21B
2540	chr1:201574171-201574671_IPO9
2408	chr1:201574171-201574671_NAV1
2456	chr1:201574171-201574671_UBE2T
2351	chr1:201574171-201574671_KIF21B
2424	chr1:201574171-201574671_CSRP1
2372	chr1:202045069-202045569_TMEM9
2541	chr1:202045069-202045569_IPO9
2409	chr1:202045069-202045569_NAV1
2425	chr1:202045069-202045569_CSRP1
2579	chr1:202045873-202046373_ADIPOR1
2542	chr1:202045873-202046373_IPO9
2559	chr1:202045873-202046373_KLHL12
2599	chr1:202045873-202046373_TMEM183A
2609	chr1:202045873-202046373_RABIF
2426	chr1:202045873-202046373_CSRP1
2509	chr1:202045873-202046373_PTPN7
2373	chr1:202045873-202046373_TMEM9
2441	chr1:202045873-202046373_ARL8A
2494	chr1:202045873-202046373_TIMM17A
2526	chr1:202045873-202046373_RNPEP
2600	chr1:202087008-202087508_TMEM183A
2610	chr1:202087008-202087508_RABIF
2550	chr1:202087008-202087508_KDM5B
2580	chr1:202087008-202087508_ADIPOR1
2570	chr1:202087008-202087508_PPFIA4
2590	chr1:202087008-202087508_CYB5R1
2477	chr1:202087008-202087508_PPP1R12B
2459	chr1:202087008-202087508_UBE2T
2543	chr1:202087008-202087508_IPO9
2374	chr1:202087008-202087508_TMEM9
2411	chr1:202087008-202087508_NAV1
2427	chr1:202087008-202087508_CSRP1
2510	chr1:202087008-202087508_PTPN7
2442	chr1:202087008-202087508_ARL8A
2428	chr1:202087986-202088486_CSRP1
2478	chr1:202087986-202088486_PPP1R12B
2601	chr1:202087986-202088486_TMEM183A
2443	chr1:202087986-202088486_ARL8A
2591	chr1:202087986-202088486_CYB5R1
2581	chr1:202087986-202088486_ADIPOR1
2611	chr1:202087986-202088486_RABIF
2544	chr1:202087986-202088486_IPO9
2511	chr1:202087986-202088486_PTPN7
2496	chr1:202087986-202088486_TIMM17A
2413	chr1:202133592-202134092_NAV1
2602	chr1:202133592-202134092_TMEM183A
2479	chr1:202133592-202134092_PPP1R12B
2512	chr1:202133592-202134092_PTPN7
2592	chr1:202133592-202134092_CYB5R1
2376	chr1:202133592-202134092_TMEM9
2461	chr1:202133592-202134092_UBE2T
2582	chr1:202133592-202134092_ADIPOR1
2612	chr1:202133592-202134092_RABIF
2545	chr1:202133592-202134092_IPO9
2444	chr1:202133592-202134092_ARL8A
2572	chr1:202133592-202134092_PPFIA4
2562	chr1:202133592-202134092_KLHL12
2497	chr1:202133592-202134092_TIMM17A
2498	chr1:202134687-202135187_TIMM17A
2613	chr1:202134687-202135187_RABIF
2553	chr1:202134687-202135187_KDM5B
2414	chr1:202134687-202135187_NAV1
2445	chr1:202134687-202135187_ARL8A
2513	chr1:202134687-202135187_PTPN7
2563	chr1:202134687-202135187_KLHL12
2462	chr1:202134687-202135187_UBE2T
2593	chr1:202134687-202135187_CYB5R1
2573	chr1:202134687-202135187_PPFIA4
2430	chr1:202134687-202135187_CSRP1
2530	chr1:202134687-202135187_RNPEP
2546	chr1:202134687-202135187_IPO9
2431	chr1:202312818-202313318_CSRP1
2618	chr1:202312818-202313318_BTG2
2614	chr1:202312818-202313318_RABIF
2463	chr1:202312818-202313318_UBE2T
2446	chr1:202312818-202313318_ARL8A
2564	chr1:202312818-202313318_KLHL12
2604	chr1:202312818-202313318_TMEM183A
2481	chr1:202312818-202313318_PPP1R12B
2515	chr1:202938026-202938526_PTPN7
2482	chr1:202938026-202938526_PPP1R12B
2447	chr1:202938026-202938526_ARL8A
2828	chr1:202938026-202938526_ATP2B4
2615	chr1:202938026-202938526_RABIF
2565	chr1:202938026-202938526_KLHL12
2532	chr1:202938026-202938526_RNPEP
2555	chr1:202938026-202938526_KDM5B
2818	chr1:202938026-202938526_ZBED6
2616	chr1:202974743-202975243_RABIF
2606	chr1:202974743-202975243_TMEM183A
2596	chr1:202974743-202975243_CYB5R1
2586	chr1:202974743-202975243_ADIPOR1
2819	chr1:202974743-202975243_ZBED6
2829	chr1:202974743-202975243_ATP2B4
2566	chr1:202974743-202975243_KLHL12
2577	chr1:203280873-203281373_PPFIA4
2621	chr1:203280873-203281373_BTG2
2830	chr1:203280873-203281373_ATP2B4
2587	chr1:203280873-203281373_ADIPOR1
2557	chr1:203280873-203281373_KDM5B
2847	chr1:204475507-204476007_SNRPE
2884	chr1:204475507-204476007_DSTYK
2901	chr1:204475507-204476007_MDM4
2874	chr1:204475507-204476007_RBBP5
2831	chr1:204475507-204476007_ATP2B4
2837	chr1:204475507-204476007_ZC3H11A
2895	chr1:204476016-204476516_PPP1R15B
2855	chr1:204476016-204476516_TMCC2
2848	chr1:204476016-204476516_SNRPE
2822	chr1:204476016-204476516_ZBED6
2885	chr1:204476016-204476516_DSTYK
2903	chr1:204534837-204535337_MDM4
2856	chr1:204534837-204535337_TMCC2
2866	chr1:204534837-204535337_TMEM81
2849	chr1:204534837-204535337_SNRPE
2876	chr1:204534837-204535337_RBBP5
2839	chr1:204534837-204535337_ZC3H11A
2877	chr1:204660529-204661029_RBBP5
3035	chr1:204660529-204661029_SLC45A3
2904	chr1:204660529-204661029_MDM4
2867	chr1:204660529-204661029_TMEM81
2824	chr1:204660529-204661029_ZBED6
2841	chr1:204662135-204662635_ZC3H11A
2858	chr1:204662135-204662635_TMCC2
2825	chr1:204662135-204662635_ZBED6
2888	chr1:204662135-204662635_DSTYK
2905	chr1:204662135-204662635_MDM4
2851	chr1:204662135-204662635_SNRPE
2852	chr1:204674331-204674831_SNRPE
2842	chr1:204674331-204674831_ZC3H11A
2889	chr1:204674331-204674831_DSTYK
2859	chr1:204674331-204674831_TMCC2
3037	chr1:204674331-204674831_SLC45A3
2899	chr1:204674331-204674831_PPP1R15B
3030	chr1:204674331-204674831_ELK4
2869	chr1:204674331-204674831_TMEM81
2853	chr1:204680384-204680884_SNRPE
2860	chr1:204680384-204680884_TMCC2
2880	chr1:204680384-204680884_RBBP5
2907	chr1:204680384-204680884_MDM4
3038	chr1:204680384-204680884_SLC45A3
2881	chr1:205457147-205457647_RBBP5
2871	chr1:205457147-205457647_TMEM81
2908	chr1:205457147-205457647_MDM4
2861	chr1:205457147-205457647_TMCC2
3033	chr1:205720375-205720875_ELK4
3312	chr1:205720375-205720875_NUCKS1
2882	chr1:205720375-205720875_RBBP5
3316	chr1:205720375-205720875_SLC41A1
2862	chr1:205720375-205720875_TMCC2
2872	chr1:205720375-205720875_TMEM81
3317	chr1:205756408-205756908_SLC41A1
2863	chr1:205756408-205756908_TMCC2
3041	chr1:205756408-205756908_SLC45A3
2873	chr1:205756408-205756908_TMEM81
3313	chr1:205756408-205756908_NUCKS1
2893	chr1:205756408-205756908_DSTYK
3357	chr1:206674418-206674918_EIF2D
3373	chr1:206674418-206674918_CD55
3314	chr1:206674418-206674918_NUCKS1
3363	chr1:206674418-206674918_YOD1
3341	chr1:206674418-206674918_PFKFB2
3318	chr1:206674418-206674918_SLC41A1
3351	chr1:206674418-206674918_DYRK3
3364	chr1:206908761-206909261_YOD1
3336	chr1:206908761-206909261_MAPKAPK2
3385	chr1:207257973-207258473_CR1L
3366	chr1:207257973-207258473_YOD1
3344	chr1:207257973-207258473_PFKFB2
3355	chr1:207378333-207378833_DYRK3
3339	chr1:207378333-207378833_MAPKAPK2
3386	chr1:207378333-207378833_CR1L
3345	chr1:207378333-207378833_PFKFB2
3377	chr1:207378333-207378833_CD55
3378	chr1:207484512-207485012_CD55
3356	chr1:207484512-207485012_DYRK3
3368	chr1:207484512-207485012_YOD1
3396	chr1:207919629-207920129_CD46
3397	chr1:207921369-207921869_CD46
3390	chr1:208096862-208097362_CR1L
3371	chr1:208096862-208097362_YOD1
3399	chr1:208108425-208108925_CD46
3382	chr1:208108425-208108925_CD55
3391	chr1:208108425-208108925_CR1L
3350	chr1:208108425-208108925_PFKFB2
3372	chr1:208108425-208108925_YOD1
3457	chr1:211729615-211730115_SLC30A1
3536	chr1:211729615-211730115_INTS7
3486	chr1:211729615-211730115_TRAF5
3413	chr1:211779692-211780678_PPP2R5A
3499	chr1:211779692-211780678_RCOR3
3523	chr1:211779692-211780678_DTL
3428	chr1:211779692-211780678_NENF
3444	chr1:211779692-211780678_LPGAT1
3458	chr1:211779692-211780678_SLC30A1
3471	chr1:211779692-211780678_TMEM206
3487	chr1:211779692-211780678_TRAF5
3538	chr1:211786619-211787119_INTS7
3524	chr1:211786619-211787119_DTL
3500	chr1:211786619-211787119_RCOR3
3429	chr1:211786619-211787119_NENF
3445	chr1:211786619-211787119_LPGAT1
3459	chr1:211786619-211787119_SLC30A1
3473	chr1:211787209-211787709_TMEM206
3539	chr1:211787209-211787709_INTS7
3415	chr1:211787209-211787709_PPP2R5A
3446	chr1:211787209-211787709_LPGAT1
3512	chr1:211787209-211787709_NEK2
3460	chr1:211787209-211787709_SLC30A1
3526	chr1:211787931-211788431_DTL
3431	chr1:211787931-211788431_NENF
3490	chr1:211787931-211788431_TRAF5
3540	chr1:211787931-211788431_INTS7
3447	chr1:211787931-211788431_LPGAT1
3461	chr1:211787931-211788431_SLC30A1
3474	chr1:211787931-211788431_TMEM206
3513	chr1:211787931-211788431_NEK2
3416	chr1:211787931-211788431_PPP2R5A
3502	chr1:211787931-211788431_RCOR3
3514	chr1:211803484-211803984_NEK2
3432	chr1:211803484-211803984_NENF
3541	chr1:211803484-211803984_INTS7
3503	chr1:211803484-211803984_RCOR3
3462	chr1:211803484-211803984_SLC30A1
3527	chr1:211803484-211803984_DTL
3491	chr1:211803484-211803984_TRAF5
3515	chr1:211806726-211807226_NEK2
3528	chr1:211806726-211807226_DTL
3476	chr1:211806726-211807226_TMEM206
3504	chr1:211806726-211807226_RCOR3
3542	chr1:211806726-211807226_INTS7
3492	chr1:211806726-211807226_TRAF5
3449	chr1:211806726-211807226_LPGAT1
3463	chr1:211806726-211807226_SLC30A1
3543	chr1:212101525-212102025_INTS7
3450	chr1:212101525-212102025_LPGAT1
3550	chr1:212101525-212102025_NSL1
3493	chr1:212101525-212102025_TRAF5
3505	chr1:212101525-212102025_RCOR3
3516	chr1:212101525-212102025_NEK2
3464	chr1:212101525-212102025_SLC30A1
3419	chr1:212101525-212102025_PPP2R5A
3586	chr1:212325499-212325999_RPS6KC1
3494	chr1:212325499-212325999_TRAF5
3435	chr1:212325499-212325999_NENF
3478	chr1:212325499-212325999_TMEM206
3578	chr1:212325499-212325999_TATDN3
3530	chr1:212325499-212325999_DTL
3451	chr1:212325499-212325999_LPGAT1
3420	chr1:212325499-212325999_PPP2R5A
3587	chr1:212326844-212327344_RPS6KC1
3466	chr1:212326844-212327344_SLC30A1
3479	chr1:212326844-212327344_TMEM206
3495	chr1:212326844-212327344_TRAF5
3421	chr1:212326844-212327344_PPP2R5A
3452	chr1:212326844-212327344_LPGAT1
3531	chr1:212326844-212327344_DTL
3436	chr1:212326844-212327344_NENF
3553	chr1:212415503-212416003_NSL1
3532	chr1:212415503-212416003_DTL
3422	chr1:212415503-212416003_PPP2R5A
3467	chr1:212415503-212416003_SLC30A1
3453	chr1:212415503-212416003_LPGAT1
3480	chr1:212415503-212416003_TMEM206
3519	chr1:212415503-212416003_NEK2
3596	chr1:212415503-212416003_ANGEL2
3571	chr1:212415503-212416003_FLVCR1
3437	chr1:212415503-212416003_NENF
3496	chr1:212415503-212416003_TRAF5
3520	chr1:212434707-212435207_NEK2
3454	chr1:212434707-212435207_LPGAT1
3589	chr1:212434707-212435207_RPS6KC1
3423	chr1:212434707-212435207_PPP2R5A
3547	chr1:212434707-212435207_INTS7
3581	chr1:212434707-212435207_TATDN3
3563	chr1:212434707-212435207_BATF3
3438	chr1:212434707-212435207_NENF
3424	chr1:212604233-212604733_PPP2R5A
3598	chr1:212604233-212604733_ANGEL2
3439	chr1:212604233-212604733_NENF
3582	chr1:212604233-212604733_TATDN3
3469	chr1:212604233-212604733_SLC30A1
3573	chr1:212604233-212604733_FLVCR1
3548	chr1:212604233-212604733_INTS7
3555	chr1:212604233-212604733_NSL1
3455	chr1:212604233-212604733_LPGAT1
3456	chr1:212894785-212895285_LPGAT1
3549	chr1:212894785-212895285_INTS7
3565	chr1:212894785-212895285_BATF3
3426	chr1:213218548-213219048_PPP2R5A
3557	chr1:213218548-213219048_NSL1
3584	chr1:213218548-213219048_TATDN3
3484	chr1:213218548-213219048_TMEM206
3592	chr1:213218548-213219048_RPS6KC1
3585	chr1:213498436-213498936_TATDN3
3593	chr1:213498436-213498936_RPS6KC1
3558	chr1:213498436-213498936_NSL1
3442	chr1:213498436-213498936_NENF
3793	chr1:220473711-220474211_EPRS
3797	chr1:220473711-220474211_BPNT1
3785	chr1:220473711-220474211_IARS2
63931	chr1:221130536-221131036_DUSP10
3788	chr1:221140087-221140587_IARS2
3792	chr1:221140087-221140587_RAB3GAP2
3796	chr1:221140087-221140587_EPRS
63932	chr1:221208826-221209665_DUSP10
3795	chr1:221208826-221209665_EPRS
3799	chr1:221208826-221209665_BPNT1
63934	chr1:222161161-222161661_DUSP10
65509	chr1:222161161-222161661_MIA3
65514	chr1:222161161-222161661_BROX
65519	chr1:222161161-222161661_AIDA
65516	chr1:222638663-222639163_BROX
63935	chr1:222638663-222639163_DUSP10
65506	chr1:222638663-222639163_TAF1A
65521	chr1:222638663-222639163_AIDA
65512	chr1:222966039-222966539_MIA3
65565	chr1:222966039-222966539_CAPN2
65522	chr1:222966039-222966539_AIDA
65508	chr1:223575721-223576221_TAF1A
65518	chr1:223575721-223576221_BROX
65557	chr1:223575721-223576221_CNIH4
65525	chr1:223575721-223576221_TP53BP2
65533	chr1:223575721-223576221_NVL
65564	chr1:223576507-223577007_CAPN2
65556	chr1:223576507-223577007_CNIH4
65505	chr1:223576507-223577007_TAF1A
65532	chr1:223576507-223577007_NVL
65520	chr1:223576507-223577007_AIDA
65524	chr1:223576507-223577007_TP53BP2
65537	chr1:224060735-224061235_NVL
65553	chr1:224060735-224061235_FBXO28
65545	chr1:224060735-224061235_DEGS1
65529	chr1:224060735-224061235_TP53BP2
65539	chr1:224249029-224249529_NVL
65555	chr1:224249029-224249529_FBXO28
65531	chr1:224249029-224249529_TP53BP2
65572	chr1:224249029-224249529_CAPN2
65568	chr1:224267774-224268274_CAPN2
65543	chr1:224267774-224268274_DEGS1
65559	chr1:224267774-224268274_CNIH4
65567	chr1:224392396-224392896_CAPN2
65542	chr1:224392396-224392896_DEGS1
65573	chr1:224392396-224392896_WDR26
65534	chr1:224392396-224392896_NVL
65550	chr1:224392396-224392896_FBXO28
3908	chr1:224392396-224392896_DNAH14
65562	chr1:224520970-224521470_CNIH4
65546	chr1:224520970-224521470_DEGS1
65538	chr1:224520970-224521470_NVL
65571	chr1:224520970-224521470_CAPN2
3911	chr1:224520970-224521470_DNAH14
65560	chr1:224521573-224522073_CNIH4
65569	chr1:224521573-224522073_CAPN2
3910	chr1:224521573-224522073_DNAH14
65528	chr1:224521573-224522073_TP53BP2
3822	chr1:225632552-225633052_SDE2
3856	chr1:225632552-225633052_LBR
3913	chr1:225632552-225633052_TMEM63A
3904	chr1:225632552-225633052_DNAH14
3846	chr1:225632552-225633052_PYCR2
3905	chr1:225956672-225957172_DNAH14
3857	chr1:225956672-225957172_LBR
3847	chr1:225956672-225957172_PYCR2
3823	chr1:225956672-225957172_SDE2
3914	chr1:225956672-225957172_TMEM63A
3867	chr1:226116072-226116572_EPHX1
3848	chr1:226116072-226116572_PYCR2
3966	chr1:226116072-226116572_PSEN2
3815	chr1:226116072-226116572_SRP9
3915	chr1:226116072-226116572_TMEM63A
3868	chr1:226118963-226119463_EPHX1
3967	chr1:226118963-226119463_PSEN2
3916	chr1:226118963-226119463_TMEM63A
3897	chr1:226118963-226119463_LIN9
3907	chr1:226118963-226119463_DNAH14
3849	chr1:226118963-226119463_PYCR2
3887	chr1:226118963-226119463_ACBD3
3877	chr1:226118963-226119463_H3F3A
3816	chr1:226118963-226119463_SRP9
3878	chr1:226165949-226166449_H3F3A
3836	chr1:226165949-226166449_PARP1
3869	chr1:226165949-226166449_EPHX1
3826	chr1:226165949-226166449_SDE2
3860	chr1:226165949-226166449_LBR
3917	chr1:226165949-226166449_TMEM63A
3968	chr1:226165949-226166449_PSEN2
3918	chr1:226189640-226190140_TMEM63A
3837	chr1:226189640-226190140_PARP1
3870	chr1:226189640-226190140_EPHX1
3861	chr1:226189640-226190140_LBR
3818	chr1:226189640-226190140_SRP9
3827	chr1:226189640-226190140_SDE2
3889	chr1:226189640-226190140_ACBD3
3879	chr1:226189640-226190140_H3F3A
3919	chr1:226190400-226190900_TMEM63A
3880	chr1:226190400-226190900_H3F3A
3871	chr1:226190400-226190900_EPHX1
3970	chr1:226190400-226190900_PSEN2
3819	chr1:226190400-226190900_SRP9
3852	chr1:226190400-226190900_PYCR2
3862	chr1:226190400-226190900_LBR
3890	chr1:226190400-226190900_ACBD3
3838	chr1:226190400-226190900_PARP1
3828	chr1:226190400-226190900_SDE2
3901	chr1:226197229-226197729_LIN9
3840	chr1:226297474-226297974_PARP1
3902	chr1:226297474-226297974_LIN9
3882	chr1:226297474-226297974_H3F3A
3864	chr1:226297474-226297974_LBR
3972	chr1:226297474-226297974_PSEN2
3892	chr1:226297474-226297974_ACBD3
4088	chr1:227015690-227016190_ZNF678
3981	chr1:227523188-227523688_OBSCN
4078	chr1:227523188-227523688_ZNF678
3973	chr1:227523188-227523688_PSEN2
4048	chr1:227544990-227545490_CDC42BPA
4037	chr1:227544990-227545490_GUK1
3974	chr1:227544990-227545490_PSEN2
4068	chr1:227544990-227545490_MRPL55
3842	chr1:227544990-227545490_PARP1
4026	chr1:227544990-227545490_ARF1
3982	chr1:227544990-227545490_OBSCN
4005	chr1:227556647-227557147_JMJD4
4038	chr1:227556647-227557147_GUK1
3994	chr1:227556647-227557147_IBA57
3975	chr1:227556647-227557147_PSEN2
4016	chr1:227556647-227557147_SNAP47
4027	chr1:227556647-227557147_ARF1
4049	chr1:227556647-227557147_CDC42BPA
4069	chr1:227556647-227557147_MRPL55
4058	chr1:227556647-227557147_C1orf35
4080	chr1:227556647-227557147_ZNF678
3843	chr1:227556647-227557147_PARP1
4017	chr1:227566844-227567344_SNAP47
3976	chr1:227566844-227567344_PSEN2
4081	chr1:227566844-227567344_ZNF678
3995	chr1:227566844-227567344_IBA57
4050	chr1:227566844-227567344_CDC42BPA
3977	chr1:227719896-227720396_PSEN2
4187	chr1:227719896-227720396_RNF187
4018	chr1:227719896-227720396_SNAP47
4082	chr1:227719896-227720396_ZNF678
4201	chr1:227719896-227720396_HIST3H2A
4051	chr1:227719896-227720396_CDC42BPA
4060	chr1:227719896-227720396_C1orf35
4040	chr1:227719896-227720396_GUK1
4195	chr1:228036140-228036640_TRIM11
4072	chr1:228036140-228036640_MRPL55
4041	chr1:228036140-228036640_GUK1
3997	chr1:228036140-228036640_IBA57
4061	chr1:228036140-228036640_C1orf35
4008	chr1:228036140-228036640_JMJD4
3986	chr1:228036140-228036640_OBSCN
4202	chr1:228036140-228036640_HIST3H2A
4030	chr1:228036140-228036640_ARF1
3998	chr1:228043345-228043845_IBA57
4009	chr1:228043345-228043845_JMJD4
4073	chr1:228043345-228043845_MRPL55
4020	chr1:228043345-228043845_SNAP47
4053	chr1:228043345-228043845_CDC42BPA
3987	chr1:228043345-228043845_OBSCN
4189	chr1:228043345-228043845_RNF187
4042	chr1:228043345-228043845_GUK1
4010	chr1:228080951-228081451_JMJD4
4032	chr1:228080951-228081451_ARF1
3999	chr1:228080951-228081451_IBA57
4054	chr1:228080951-228081451_CDC42BPA
4085	chr1:228080951-228081451_ZNF678
4197	chr1:228080951-228081451_TRIM11
4190	chr1:228080951-228081451_RNF187
4191	chr1:228608760-228609260_RNF187
4198	chr1:228608760-228609260_TRIM11
4205	chr1:228608760-228609260_HIST3H2A
4064	chr1:228608760-228609260_C1orf35
3989	chr1:228608760-228609260_OBSCN
4206	chr1:228702105-228702605_HIST3H2A
4087	chr1:228702105-228702605_ZNF678
4065	chr1:228702105-228702605_C1orf35
4334	chr1:228702105-228702605_RAB4A
4192	chr1:228702105-228702605_RNF187
4330	chr1:228702105-228702605_CCSAP
4034	chr1:228702105-228702605_ARF1
4199	chr1:228702105-228702605_TRIM11
4023	chr1:228702105-228702605_SNAP47
4338	chr1:229139927-229140427_ABCB10
4207	chr1:229139927-229140427_HIST3H2A
4002	chr1:229139927-229140427_IBA57
4335	chr1:229139927-229140427_RAB4A
4066	chr1:229139927-229140427_C1orf35
4341	chr1:229139927-229140427_NUP133
4193	chr1:229139927-229140427_RNF187
4367	chr1:229139927-229140427_URB2
4331	chr1:229139927-229140427_CCSAP
3991	chr1:229139927-229140427_OBSCN
4035	chr1:229139927-229140427_ARF1
4046	chr1:229139927-229140427_GUK1
4368	chr1:229889448-229889948_URB2
4370	chr1:229889448-229889948_TAF5L
4339	chr1:229889448-229889948_ABCB10
4484	chr1:231182480-231182980_TTC13
4378	chr1:231182480-231182980_GALNT2
4489	chr1:231182480-231182980_FAM89A
4519	chr1:231182480-231182980_ARV1
4509	chr1:231182480-231182980_TSNAX
4504	chr1:231182480-231182980_GNPAT
4520	chr1:231184994-231185494_ARV1
4373	chr1:231184994-231185494_COG2
4505	chr1:231184994-231185494_GNPAT
4500	chr1:231184994-231185494_EXOC8
4515	chr1:231184994-231185494_C1orf131
4485	chr1:231184994-231185494_TTC13
4379	chr1:231184994-231185494_GALNT2
4495	chr1:231184994-231185494_SPRTN
4490	chr1:231184994-231185494_FAM89A
4496	chr1:231189321-231189821_SPRTN
4521	chr1:231189321-231189821_ARV1
4481	chr1:231189321-231189821_EGLN1
4491	chr1:231189321-231189821_FAM89A
4507	chr1:231201282-231201782_GNPAT
4497	chr1:231201282-231201782_SPRTN
4492	chr1:231201282-231201782_FAM89A
4488	chr1:231295803-231296303_TTC13
4493	chr1:231295803-231296303_FAM89A
4376	chr1:231295803-231296303_COG2
4508	chr1:231295803-231296303_GNPAT
4523	chr1:231295803-231296303_ARV1
4478	chr1:231295803-231296303_C1orf198
4656	chr1:233842793-233843293_COA6
4630	chr1:233842793-233843293_IRF2BP2
4627	chr1:233842793-233843293_NTPCR
4613	chr1:233842793-233843293_KCNK1
4587	chr1:233842793-233843293_TARBP1
4657	chr1:233845710-233846210_COA6
4631	chr1:233845710-233846210_IRF2BP2
4629	chr1:233926791-233927291_NTPCR
4589	chr1:233926791-233927291_TARBP1
4615	chr1:233926791-233927291_KCNK1
4632	chr1:233926791-233927291_IRF2BP2
4590	chr1:234626819-234627319_TARBP1
4659	chr1:234626819-234627319_COA6
4633	chr1:234626819-234627319_IRF2BP2
4777	chr1:234659267-234659767_TOMM20
4617	chr1:234659267-234659767_KCNK1
4731	chr1:234659267-234659767_TBCE
4800	chr1:234659267-234659767_RBM34
4778	chr1:234680152-234680652_TOMM20
4592	chr1:234680152-234680652_TARBP1
4618	chr1:234680152-234680652_KCNK1
4709	chr1:234680152-234680652_ARID4B
4802	chr1:234682656-234683156_RBM34
4662	chr1:234682656-234683156_COA6
4619	chr1:234682656-234683156_KCNK1
4620	chr1:234689148-234689648_KCNK1
4637	chr1:234689148-234689648_IRF2BP2
4711	chr1:234689148-234689648_ARID4B
4664	chr1:234690538-234691038_COA6
4712	chr1:234690538-234691038_ARID4B
4804	chr1:234690538-234691038_RBM34
4595	chr1:234690538-234691038_TARBP1
4621	chr1:234690538-234691038_KCNK1
4639	chr1:234719377-234720228_IRF2BP2
4596	chr1:234719377-234720228_TARBP1
4597	chr1:234735658-234736158_TARBP1
4714	chr1:234735658-234736158_ARID4B
4827	chr1:234735658-234736158_B3GALNT2
4666	chr1:234735658-234736158_COA6
4737	chr1:234735658-234736158_TBCE
4640	chr1:234735658-234736158_IRF2BP2
4760	chr1:234735658-234736158_GGPS1
4667	chr1:234737325-234737825_COA6
4641	chr1:234737325-234737825_IRF2BP2
4807	chr1:234737325-234737825_RBM34
4828	chr1:234737325-234737825_B3GALNT2
4715	chr1:234737325-234737825_ARID4B
4598	chr1:234737325-234737825_TARBP1
4599	chr1:234738401-234738901_TARBP1
4716	chr1:234738401-234738901_ARID4B
4809	chr1:234748236-234748736_RBM34
4669	chr1:234748236-234748736_COA6
4643	chr1:234748236-234748736_IRF2BP2
4717	chr1:234748236-234748736_ARID4B
4786	chr1:234748236-234748736_TOMM20
4740	chr1:234748236-234748736_TBCE
4763	chr1:234748236-234748736_GGPS1
4787	chr1:234835852-234836352_TOMM20
4670	chr1:234835852-234836352_COA6
4601	chr1:234835852-234836352_TARBP1
4742	chr1:234881425-234881925_TBCE
4603	chr1:234886757-234887257_TARBP1
4766	chr1:234886757-234887257_GGPS1
4672	chr1:234886757-234887257_COA6
4673	chr1:234908030-234908530_COA6
4744	chr1:234908030-234908530_TBCE
4647	chr1:234908030-234908530_IRF2BP2
4721	chr1:234908030-234908530_ARID4B
4767	chr1:234908030-234908530_GGPS1
4604	chr1:234908030-234908530_TARBP1
4605	chr1:235001934-235002434_TARBP1
4745	chr1:235001934-235002434_TBCE
4674	chr1:235001934-235002434_COA6
4835	chr1:235001934-235002434_B3GALNT2
4768	chr1:235001934-235002434_GGPS1
4791	chr1:235001934-235002434_TOMM20
4648	chr1:235001934-235002434_IRF2BP2
4723	chr1:235002890-235003390_ARID4B
4675	chr1:235002890-235003390_COA6
4769	chr1:235002890-235003390_GGPS1
4746	chr1:235002890-235003390_TBCE
4649	chr1:235002890-235003390_IRF2BP2
4792	chr1:235002890-235003390_TOMM20
4724	chr1:235005183-235005683_ARID4B
4837	chr1:235005183-235005683_B3GALNT2
